resource.h, Line: 3
Select source surfaces to make points, Line: 8698
Trim surface, Line: 8699
Select surface and trimming curves, Line: 8700
Extrude curves to make surface, Line: 8701
Select curves to extrude, Line: 8706
Select direction vector for extrusion, Line: 8707
Extrude length, Line: 8708
Make ruled surface, Line: 8709
Select first curve set, Line: 8710
Select second curve set, Line: 8711
Revolve curves to make surface, Line: 8712
Select curves, Line: 8713
Select rotation center, Line: 8714
Select rotation axis vector, Line: 8715
The document changed!  Would you like to save before closing ? , Line: 8716
Make lines, Line: 8721
Make circles/arcs, Line: 8722
Make spline curve, Line: 8723
Make fillet, Line: 8724
Make minimum distance line or point between models, Line: 8725
Make surfaces to fill holes, Line: 8726
Project curves, Line: 8727
Split curves, Line: 8728
Make offset curves, Line: 8729
Extend curves, Line: 8734
Single contour wire cut, Line: 8739
Multi contour wire cut, Line: 8740
4 axis wire cut, Line: 8741
Surface wire cutting, Line: 8742
Conic+vertical cut, Line: 8743
Machining interval angle1=, Line: 8748
Machining interval angle2=, Line: 8749
Minimum width=, Line: 8750
Center X=, Line: 8751
Center Y=, Line: 8752
Center Z=, Line: 8753
Radius start=, Line: 8754
Radius end=, Line: 8755
Projection interval angle1=, Line: 8756
Projection interval angle2=, Line: 8757
Offset count=, Line: 8758
Start corner:, Line: 8759
Lower left, Line: 8760
Lower right, Line: 8761
Upper right, Line: 8762
Upper left, Line: 8763
Machine between slope angles:, Line: 8768
OFF, Line: 8769
ON, Line: 8774
OFF, Line: 8775
Adaptive scan:, Line: 8776
ON, Line: 8777
OFF, Line: 8778
Center point:, Line: 8779
POINT, Line: 8780
BOUNDARY CURVES:, Line: 8781
BOUNDARY, Line: 8782
MACHINING SURFACES:, Line: 8783
Previous Tool Diameter=, Line: 8784
Ramp angle=, Line: 8785
Ramp length=, Line: 8786
Ramp helical diameter=, Line: 8787
Draft angle=, Line: 8788
Ramp Type:, Line: 8789
Auto, Line: 8794
Helical, Line: 8795
Zigzag, Line: 8796
Line, Line: 8797
Profile, Line: 8798
Smooth corners:, Line: 8799
ON, Line: 8800
OFF, Line: 8801
Smooth Links:, Line: 8802
ON, Line: 8803
OFF, Line: 8804
Remove corner pegs:, Line: 8805
ON, Line: 8806
OFF, Line: 8807
Rest Machining:, Line: 8808
OFF, Line: 8809
ON, Line: 8814
Offset direction:, Line: 8815
LEFT, Line: 8816
RIGHT, Line: 8817
BOTH DIRECTIONS, Line: 8818
Cut:, Line: 8819
One direction, Line: 8820
Zigzag, Line: 8821
Direction for one way machining:, Line: 8822
Climb, Line: 8823
Conventional, Line: 8824
Machine by:, Line: 8825
Levels, Line: 8826
Regions, Line: 8827
Start:, Line: 8828
Top, Line: 8829
Bottom, Line: 8834
Check collision between points:, Line: 8835
ON, Line: 8836
OFF, Line: 8837
Extend tool to infinity:, Line: 8838
ON , Line: 8839
OFF, Line: 8840
Check collision for link moves:, Line: 8841
ON, Line: 8842
OFF, Line: 8843
Report remaining collisions:, Line: 8844
ON, Line: 8845
OFF, Line: 8846
Drop Tool whenever needed:, Line: 8847
ON, Line: 8848
OFF, Line: 8849
Remove gauging points, Line: 8854
Move along tool axis, Line: 8855
Move along contact line, Line: 8856
Move along Z, Line: 8857
Move along -Z, Line: 8858
Move along X, Line: 8859
Move along -X, Line: 8860
Move along Y, Line: 8861
Move along -Y, Line: 8862
Move in XY plane, Line: 8863
Move in XZ plane, Line: 8864
Move in YZ plane, Line: 8865
Move opt. in XY plane, Line: 8866
Move opt. in XZ plane, Line: 8867
Move opt. in YZ plane, Line: 8868
Move along surface normal, Line: 8869
Report remaining collisions, Line: 8874
Check cutter part of tool:, Line: 8875
Check tool extension:, Line: 8876
ON, Line: 8877
OFF, Line: 8878
ON, Line: 8879
OFF, Line: 8880
Cutter clearence=, Line: 8881
Tool extension clearence=, Line: 8882
Check machining surfaces:, Line: 8883
ON, Line: 8884
OFF, Line: 8885
Thickness for check surfaces=, Line: 8886
PARALLEL CUTS ALONG X AXIS, Line: 8887
PARALLEL CUTS ALONG Y AXIS, Line: 8888
PARALLEL CUTS WITH ANGLE TO X AXIS, Line: 8889
Z CONSTANT MACHINING, Line: 8894
FLAT LANDS MACHINING, Line: 8895
SPIRAL PROJECTION, Line: 8896
RADIAL PROJECTION, Line: 8897
CONST CUSP MACHINING, Line: 8898
GEODESIC, Line: 8899
CORNER MACHINING, Line: 8900
CURVE PROJECTION, Line: 8901
CYLINDIRIC PROJECTION, Line: 8902
ROUGH MACHINING, Line: 8903
Check link moves to containment:, Line: 8904
ON, Line: 8905
OFF, Line: 8906
Direct, Line: 8907
Spline, Line: 8908
Fallow surface, Line: 8909
Rise to feed height, Line: 8914
Rise to rapid height, Line: 8915
Rise to safe plane, Line: 8916
Start from safe plane, Line: 8917
Start from rapid move height, Line: 8918
Start from feed height, Line: 8919
Rise to safe plane at the end, Line: 8920
Rise to rapid height at the end, Line: 8921
Rise to feed height at the end, Line: 8922
Tang.Arc, Line: 8923
ReverseTang.Arc, Line: 8924
VerticalTang.Arc, Line: 8925
HorizantalTang.Arc, Line: 8926
Ortho.Arc, Line: 8927
Tang.Line, Line: 8928
Ortho.Line, Line: 8929
ReverseTang.Line, Line: 8934
ReverseVerticalProfileRamp, Line: 8935
Direct, Line: 8936
ABSOLUTE, Line: 8937
%STEPOVER, Line: 8938
%TOOLDIAM, Line: 8939
ALL TOOL, Line: 8940
There is no job selected. Please select a job and then continue., Line: 8941
The file for writing could not be opened!, Line: 8942
Unknown exception!, Line: 8943
Unexpected exception during mwMachSimFacade::Destroy call, Line: 8944
Before machining you should select machining geometry!, Line: 8945
There is no machining surface!, Line: 8946
One of the parameters is wrong,please correct it and retry!, Line: 8947
While reading the settings an error occured and defaults are loaded!, Line: 8948
An error occured while writing project settings!, Line: 8949
Please choose a tool!, Line: 8954
You can select a single item, please reselect!, Line: 8955
After selection press OK!, Line: 8956
This cycle is not implemented yet!, Line: 8957
Please select machining surface!, Line: 8958
You can use maximum 4 collision checks, Line: 8959
Invalid tool profile!, Line: 8960
You need to select a toolpath for animation, Line: 8961
You need to select a toolpath for posting., Line: 8962
File could not be opened!, Line: 8963
Tool, Line: 8964
Surface area point cloud, Line: 8965
3ax form milling analysis, Line: 8966
Toolpath, Line: 8967
Machining surfaces, Line: 8968
Machining curves, Line: 8969
Lead in-out, Line: 8974
Machining session, Line: 8975
Lead-Link set, Line: 8976
Collision Control, Line: 8977
DEFINE MACHINING CURVES-->, Line: 8978
SELECT CURVES FOR MACHINING..., Line: 8979
CALCULATING MACHINING OPERATION -->, Line: 8980
   Calculating..., Line: 8981
Calculation cancelled by user!, Line: 8982
Calculation successfully done in , Line: 8983
MW Error message: , Line: 8984
Error: Unknown exception!, Line: 8985
Select a start point for sorting the curves..., Line: 8986
DEFINE MACHINING SURFACES -->, Line: 8987
SELECT MACHINING SURFACES..., Line: 8988
Rotate around X axis:, Line: 8989
Start machining project\nStart machining project, Line: 8994
NCPOSTBOX, Line: 8999
Angle of rotation around X=, Line: 9000
Post box is empty ! Add an operation and then post., Line: 9001
OPERATIONS, Line: 9002
Roughing Block Enlarge=, Line: 9003
ROUGHING STOCK MODEL, Line: 9004
This entity is used by other entities.You can not delete it!, Line: 9005
COLLISION CONTROL, Line: 9006
TOOLS, Line: 9007
- PLEASE SELECT A TOOL -, Line: 9008
CylinderAxStartX=, Line: 9009
CylinderAxStartY=, Line: 9010
CylinderAxStartZ=, Line: 9011
StartHeight=, Line: 9012
EndHeight=, Line: 9013
StartAngle=, Line: 9014
Tools, Line: 9019
Make machining surfaces, Line: 9020
Make machining curves, Line: 9021
Make lead in out, Line: 9022
Make operation, Line: 9023
Contour 2D, Line: 9024
Drilling, Line: 9025
Compact Cutting, Line: 9026
Post Processor Settings, Line: 9027
Settings, Line: 9028
EndAngle=, Line: 9033
AngleStep=, Line: 9034
CylinderRadius=, Line: 9035
Cylindiric cut method:, Line: 9036
spiral, Line: 9037
oneway, Line: 9038
zigzag, Line: 9039
Cylindiric cut order:, Line: 9040
standard, Line: 9041
from center a way, Line: 9042
from outside to center, Line: 9043
MultiPasses:, Line: 9044
ON, Line: 9045
OFF, Line: 9046
ProjectionStyle:, Line: 9047
AROUND, Line: 9048
ALONG, Line: 9053
ProjectionDirection:, Line: 9054
INWARDS, Line: 9055
OUTWARDS, Line: 9056
No of intermediate slices=, Line: 9057
Number of rough passes=, Line: 9058
Rough spacing=, Line: 9059
Number of finish passes=, Line: 9060
Finish spacing=, Line: 9061
SortType:, Line: 9062
BY PASSES, Line: 9063
BY SLICES, Line: 9064
TOOLNAME:, Line: 9065
DIAMETER:, Line: 9066
CORNERRADIUS:, Line: 9067
HEIGHT:, Line: 9068
Operations, Line: 9073
DRILL, Line: 9074
Pecking:, Line: 9075
ON, Line: 9076
OFF, Line: 9077
Peck Depth=, Line: 9078
NC FILE WRITTEN. , Line: 9079
Silhoutte Containment:, Line: 9080
None, Line: 9081
Part silhouette, Line: 9082
Part end height, Line: 9083
Collision Checks, Line: 9084
Projection Curves, Line: 9085
Drilling Lines, Line: 9086
Check tool tip collision:, Line: 9087
ON, Line: 9088
OFF, Line: 9093
Check tool extension collision:, Line: 9094
ON, Line: 9095
OFF, Line: 9096
Tool contact, Line: 9097
Top of vertical walls, Line: 9098
Bottom of vertical walls, Line: 9099
OPERATIONS 2.5, Line: 9100
Start Position:, Line: 9101
AUTOMATIC, Line: 9102
USER DEFINED, Line: 9103
Start Position Definition:, Line: 9104
BY POINT, Line: 9105
BY SURFACE NORMAL, Line: 9106
Start Point X=, Line: 9107
Start Point Y=, Line: 9108
Start Point Z=, Line: 9113
Start Normal I=, Line: 9114
Start Normal J=, Line: 9115
Start Normal K=, Line: 9116
Start Point In Subsequent Cuts:, Line: 9117
SHIFT BY VALUE, Line: 9118
MINIMIZE SURFACE NORMAL CHANGE, Line: 9119
Shift Value=, Line: 9120
Adaptive Roughing:, Line: 9121
ON, Line: 9122
OFF, Line: 9123
Machine Flat Lands:, Line: 9124
ON, Line: 9125
OFF, Line: 9126
CylinderAxisX=, Line: 9127
CylinderAxisY=, Line: 9128
CylinderAxisZ=, Line: 9133
Force rotary calculation:, Line: 9134
ON, Line: 9135
OFF, Line: 9136
Point distribution max dist flag:, Line: 9137
ON, Line: 9138
OFF, Line: 9139
Point distribution min dist flag:, Line: 9140
ON, Line: 9141
OFF, Line: 9142
Point distribution max dist=, Line: 9143
Point distribution min dist=, Line: 9144
Roughing filter (% of tool diam)=, Line: 9145
Geodesic type:, Line: 9146
offset, Line: 9147
morph, Line: 9148
Geodesic step direction:, Line: 9153
left, Line: 9154
right, Line: 9155
Geodesic no of cuts=, Line: 9156
Geodesic cut order:, Line: 9157
From center a way, Line: 9158
From outside to center, Line: 9159
Constant cusp cut order:, Line: 9160
Standard, Line: 9161
From center a way, Line: 9162
From outside to center, Line: 9163
From top to bottom, Line: 9164
From bottom to top, Line: 9165
Rest mach. prev. tool tip rad. =, Line: 9166
Rest mach. prev. stock to leave =, Line: 9167
Tool containment:, Line: 9168
Inside curve, Line: 9173
Center curve, Line: 9174
Outside curve, Line: 9175
Containment curve offset=, Line: 9176
Silhoutte containment offset=, Line: 9177
NCToolpath, Line: 9178
ON, Line: 9183
Bin packing parameters, Line: 9188
FirstBoxHrsCoef, Line: 9193
Work space diameter, Line: 9198
Import inserts, Line: 9199
Metric System, Line: 9200
Inches, Line: 9201
Make curves from text outline, Line: 9206
Container sheet, Line: 9211
Overwrite big z coordinates, Line: 9212
Hide corrupted models, Line: 9213
Z limit, Line: 9214
Z replacement, Line: 9215
\nMake points, Line: 9220
\nMake Lines, Line: 9221
\nMake Circles, Line: 9222
\nMake Spline, Line: 9223
\nFillet, Line: 9224
\nMin. distance line, Line: 9225
\nExtrude, Line: 9226
\nRevolve, Line: 9227
\nFill Gaps, Line: 9228
\nRuled surface, Line: 9229
\nMake box, Line: 9230
\nTrim surfaces, Line: 9231
\nProject wireframe, Line: 9232
\nSplit curves, Line: 9233
\nOffset, Line: 9234
\nExtend, Line: 9235
\nFit view, Line: 9240
\nFront view, Line: 9241
\nDynamic rotate, Line: 9242
\nZoom pan, Line: 9243
\nZoom to box, Line: 9244
\nPan, Line: 9245
\nRight view, Line: 9246
\nTop view, Line: 9251
\nDistances1, Line: 9256
\nCoordinate System, Line: 9257
\nPreferences, Line: 9258
\nIsometric view, Line: 9259
\nHide model, Line: 9264
\nUnhide model, Line: 9265
\nView manager, Line: 9270
\nTransform, Line: 9275
\nVisual attributes, Line: 9280
\nScreen to BMP, Line: 9285
\nMake text, Line: 9286
\nDistances2, Line: 9291
\nTrue shape compact cutting, Line: 9296
\nMulti wireEDM cutting, Line: 9297
\n4 axis wireEDM cutting, Line: 9298
\nSurface section, Line: 9299
\nTools page, Line: 9304
\nMake stock, Line: 9305
\nStone cut milling, Line: 9306
\nSew blade cutting, Line: 9307
\nAdvanced milling4, Line: 9308
\n2D contour milling, Line: 9309
\nCompact cutting, Line: 9310
\nDrilling page, Line: 9311
\nPost processor settings, Line: 9312
\nMilling settings, Line: 9313
\nTables Page, Line: 9314
\nExtract surface edges, Line: 9319
\nJoin Curves, Line: 9320
\nStandard color mode, Line: 9325
\nVariable color mode, Line: 9326
/nPathCalc2D, Line: 9331
Parametric shapes, Line: 9336
Make solid2d, Line: 9341
Hatch, Line: 9342
Boolean unite, Line: 9347
Boolean intersect, Line: 9348
Boolean subtract, Line: 9349
Explode, Line: 9354
Hollow, Line: 9359
